104300,1,3.7310278578290106,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.375,5.0
253326,1,3.7310278578290106,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,2.0,3.7142857142857144,4.375,5.0
331079,1,3.7310278578290106,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,4.375,5.0
464149,1,3.7310278578290106,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.375,4.0
515831,1,3.7310278578290106,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,4.375,4.0
838838,1,3.7310278578290106,5.0,4.0,4.0,5.0,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.375,3.0
2196083,1,3.7310278578290106,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,4.0,3.9,4.375,4.0
2443214,1,3.7310278578290106,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.375,5.0
319827,19,3.7310278578290106,5.0,1.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,2.0,2.0,5.0,3.0,4.0,3.3333333333333335,3.3333333333333335,4.0
1132985,19,3.7310278578290106,4.0,1.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,5.0,3.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.3333333333333335,5.0
1531029,19,3.7310278578290106,5.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,4.0,2.0,1.0,1.0,2.0,1.7272727272727273,3.3333333333333335,1.0
486048,20,3.7310278578290106,3.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.25,3.25,3.25,3.2222222222222223,3.0
673841,20,3.7310278578290106,3.0,4.0,5.0,4.0,1.0,2.0,5.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.2222222222222223,3.0
940967,20,3.7310278578290106,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.2222222222222223,2.0
979997,20,3.7310278578290106,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2222222222222223,4.0
1531029,20,3.7310278578290106,3.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.7272727272727273,3.2222222222222223,1.0
1707657,20,3.7310278578290106,5.0,4.0,4.0,3.0,3.0,4.0,3.5,3.5,3.5,3.5,3.5,3.2222222222222223,3.0
1726364,20,3.7310278578290106,4.0,3.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,4.142857142857143,3.2222222222222223,4.0
2226738,20,3.7310278578290106,5.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.2222222222222223,5.0
2449859,20,3.7310278578290106,4.0,2.0,3.0,5.0,4.0,5.0,5.0,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.2222222222222223,4.0
555528,27,3.7310278578290106,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.923076923076923,4.0,4.0
1095999,29,3.7310278578290106,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.0,3.0
1502456,29,3.7310278578290106,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.75,2.75,2.75,3.0,3.0
5739,30,3.7310278578290106,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7339055793991416,5.0
11540,30,3.7310278578290106,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.7339055793991416,4.0
17008,30,3.7310278578290106,4.0,4.0,3.0,3.0,5.0,1.0,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.7339055793991416,4.0
19629,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
28531,30,3.7310278578290106,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.7339055793991416,3.0
30253,30,3.7310278578290106,2.0,2.0,3.0,3.0,3.0,5.0,3.5,3.5,3.5,3.5,3.5,3.7339055793991416,2.0
34669,30,3.7310278578290106,3.0,5.0,4.0,5.0,4.0,4.0,4.0,8.0,4.0,4.8,4.8,3.7339055793991416,4.0
44516,30,3.7310278578290106,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.25,3.25,3.25,3.7339055793991416,4.0
51909,30,3.7310278578290106,5.0,5.0,5.0,4.0,5.0,3.0,3.5,3.5,3.5,3.5,3.5,3.7339055793991416,4.0
58925,30,3.7310278578290106,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
59996,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7339055793991416,5.0
63475,30,3.7310278578290106,4.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.8,3.8,3.7339055793991416,3.0
76121,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.7339055793991416,1.0
84941,30,3.7310278578290106,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7339055793991416,5.0
87571,30,3.7310278578290106,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.7339055793991416,3.0
88273,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
88318,30,3.7310278578290106,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.25,4.25,4.25,3.7339055793991416,4.0
91416,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7339055793991416,5.0
96582,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
105416,30,3.7310278578290106,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.7339055793991416,5.0
109206,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
116140,30,3.7310278578290106,3.0,4.0,2.0,3.0,5.0,4.0,6.0,2.0,3.0,4.0,3.5555555555555554,3.7339055793991416,3.0
116334,30,3.7310278578290106,4.0,4.0,4.0,4.0,4.0,3.0,1.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.7339055793991416,4.0
151458,30,3.7310278578290106,3.0,3.0,2.0,5.0,5.0,4.0,3.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.7339055793991416,4.0
152227,30,3.7310278578290106,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,5.0
171288,30,3.7310278578290106,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,5.0
184242,30,3.7310278578290106,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,5.0
198670,30,3.7310278578290106,3.0,3.0,3.0,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,3.7339055793991416,4.0
204183,30,3.7310278578290106,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.25,3.25,3.25,3.7339055793991416,5.0
207167,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7339055793991416,5.0
210572,30,3.7310278578290106,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
211951,30,3.7310278578290106,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
218815,30,3.7310278578290106,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7339055793991416,4.0
223043,30,3.7310278578290106,3.0,5.0,4.0,4.0,4.0,4.0,5.0,9.0,3.0,4.0,4.714285714285714,3.7339055793991416,4.0
225544,30,3.7310278578290106,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.7339055793991416,1.0
229518,30,3.7310278578290106,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.7339055793991416,4.0
230993,30,3.7310278578290106,3.0,4.0,4.0,3.0,4.0,5.0,4.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.7339055793991416,4.0
231539,30,3.7310278578290106,2.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.7339055793991416,5.0
241008,30,3.7310278578290106,5.0,5.0,5.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.7339055793991416,4.0
253326,30,3.7310278578290106,2.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,5.0,3.7142857142857144,3.7339055793991416,3.0
254718,30,3.7310278578290106,4.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.7339055793991416,2.0
257630,30,3.7310278578290106,4.0,4.0,3.0,3.0,3.0,5.0,5.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,3.7339055793991416,3.0
269808,30,3.7310278578290106,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.7339055793991416,5.0
